ANZSCO_Code,ANZSCO_Title,Core_Competencies,Score,Proficiency_level,Anchor_value
234513,Biochemist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
234513,Biochemist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
234514,Biotechnologist,Numeracy,8,High,Prepare a report that summarises a business’s current financial position and forecasts future earnings and income 
234514,Biotechnologist,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
234514,Biotechnologist,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to provide advice on a project
234514,Biotechnologist,Writing,8,High,Write a legally binding contract for services provided by one business to another
234514,Biotechnologist,Reading,9,High,Read a scientific journal article describing surgical procedures
234514,Biotechnologist,Learning,9,High,Identify the implications of a new scientific theory for product design
234514,Biotechnologist,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
234514,Biotechnologist,Oral communication,8,High,Explain foot care procedures to a diabetic patient
234514,Biotechnologist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
234514,Biotechnologist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
234515,Botanist,Numeracy,7,Intermediate,Write a detailed report based on a comprehensive statistical analysis of the causes of workplace accidents
234515,Botanist,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
234515,Botanist,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
234515,Botanist,Writing,7,Intermediate,Write a detailed literature review
234515,Botanist,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
234515,Botanist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
234515,Botanist,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
234515,Botanist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
234515,Botanist,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead
234515,Botanist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
234517,Microbiologist,Numeracy,7,Intermediate,Write a detailed report based on a comprehensive statistical analysis of the causes of workplace accidents
234517,Microbiologist,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
234517,Microbiologist,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to provide advice on a project
234517,Microbiologist,Writing,8,High,Write a legally binding contract for services provided by one business to another
234517,Microbiologist,Reading,9,High,Read a scientific journal article describing surgical procedures
234517,Microbiologist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
234517,Microbiologist,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
234517,Microbiologist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
234517,Microbiologist,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead
234517,Microbiologist,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
234518,Zoologist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
234518,Zoologist,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
234518,Zoologist,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
234518,Zoologist,Writing,7,Intermediate,Write a detailed literature review
234518,Zoologist,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
234518,Zoologist,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
234518,Zoologist,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
234518,Zoologist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
234518,Zoologist,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead
234518,Zoologist,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
234911,Conservator,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
234911,Conservator,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
234911,Conservator,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
234911,Conservator,Writing,6,Intermediate,Write a memo to staff outlining new directives
234911,Conservator,Reading,6,Intermediate,Read a memo from management describing new personnel policies
234911,Conservator,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
234911,Conservator,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
234911,Conservator,Oral communication,6,Intermediate,Give instructions to a lost driver
234911,Conservator,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
234911,Conservator,Initiative and innovation,9,High,Collaborate with others to prepare and perform artistic productions
234912,Metallurgist,Numeracy,7,Intermediate,Write a detailed report based on a comprehensive statistical analysis of the causes of workplace accidents
234912,Metallurgist,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
234912,Metallurgist,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to provide advice on a project
234912,Metallurgist,Writing,7,Intermediate,Write a detailed literature review
234912,Metallurgist,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
234912,Metallurgist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
234912,Metallurgist,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
234912,Metallurgist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
234912,Metallurgist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
234912,Metallurgist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
234913,Meteorologist,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
234913,Meteorologist,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
234913,Meteorologist,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
234913,Meteorologist,Writing,7,Intermediate,Write a detailed literature review
234913,Meteorologist,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
234913,Meteorologist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
234913,Meteorologist,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
234913,Meteorologist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
234913,Meteorologist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
234913,Meteorologist,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
234914,Physicist,Numeracy,9,High,Develop a mathematical model to simulate and resolve an engineering problem
234914,Physicist,Digital engagement,8,High,"Use Enterprise Resource Planning software to monitor transactional data from multiple sources including accounting, procurement and human resources and visualise this data for a company’s strategic plan"
234914,Physicist,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to provide advice on a project
234914,Physicist,Writing,9,High,Write a novel for publication
234914,Physicist,Reading,10,High,"Identify the key concepts and arguments from a range of highly academic sources in a specialised, new field of knowledge and synthesise information in order to progress research"
234914,Physicist,Learning,9,High,Identify the implications of a new scientific theory for product design
234914,Physicist,Problem solving,8,High,Examine records and data to investigate and prosecute corporate criminals
234914,Physicist,Oral communication,8,High,Explain foot care procedures to a diabetic patient
234914,Physicist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
234914,Physicist,Initiative and innovation,9,High,Collaborate with others to prepare and perform artistic productions
242111,University Lecturer,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
242111,University Lecturer,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
242111,University Lecturer,Teamwork,9,High,"Collaborate with housing providers, medical professionals and social workers on a crisis management plan for an at-risk young person"
242111,University Lecturer,Writing,8,High,Write a legally binding contract for services provided by one business to another
242111,University Lecturer,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
242111,University Lecturer,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
242111,University Lecturer,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
242111,University Lecturer,Oral communication,8,High,Explain foot care procedures to a diabetic patient
242111,University Lecturer,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
242111,University Lecturer,Initiative and innovation,9,High,Collaborate with others to prepare and perform artistic productions
242112,University Tutor,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
242112,University Tutor,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
242112,University Tutor,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
242112,University Tutor,Writing,6,Intermediate,Write a memo to staff outlining new directives
242112,University Tutor,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
242112,University Tutor,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
242112,University Tutor,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
242112,University Tutor,Oral communication,6,Intermediate,Give instructions to a lost driver
242112,University Tutor,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
242112,University Tutor,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
249212,Dance Teacher (Private Tuition),Numeracy,3,Basic,Count the amount of change to be given to a customer
249212,Dance Teacher (Private Tuition),Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)"
249212,Dance Teacher (Private Tuition),Teamwork,6,Intermediate,Initiate team problem solving sessions
249212,Dance Teacher (Private Tuition),Writing,6,Intermediate,Write a memo to staff outlining new directives
249212,Dance Teacher (Private Tuition),Reading,6,Intermediate,Read a memo from management describing new personnel policies
249212,Dance Teacher (Private Tuition),Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
249212,Dance Teacher (Private Tuition),Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
249212,Dance Teacher (Private Tuition),Oral communication,6,Intermediate,Give instructions to a lost driver
249212,Dance Teacher (Private Tuition),Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
249212,Dance Teacher (Private Tuition),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
249214,Music Teacher (Private Tuition),Numeracy,3,Basic,Count the amount of change to be given to a customer
249214,Music Teacher (Private Tuition),Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)"
249214,Music Teacher (Private Tuition),Teamwork,6,Intermediate,Initiate team problem solving sessions
249214,Music Teacher (Private Tuition),Writing,6,Intermediate,Write a memo to staff outlining new directives
249214,Music Teacher (Private Tuition),Reading,6,Intermediate,Read a memo from management describing new personnel policies
249214,Music Teacher (Private Tuition),Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
249214,Music Teacher (Private Tuition),Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
249214,Music Teacher (Private Tuition),Oral communication,6,Intermediate,Give instructions to a lost driver
249214,Music Teacher (Private Tuition),Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
249214,Music Teacher (Private Tuition),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
251211,Medical Diagnostic Radiographer,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
251211,Medical Diagnostic Radiographer,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
251211,Medical Diagnostic Radiographer,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
251211,Medical Diagnostic Radiographer,Writing,6,Intermediate,Write a memo to staff outlining new directives
251211,Medical Diagnostic Radiographer,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
251211,Medical Diagnostic Radiographer,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
251211,Medical Diagnostic Radiographer,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
251211,Medical Diagnostic Radiographer,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
251211,Medical Diagnostic Radiographer,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
251211,Medical Diagnostic Radiographer,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
251212,Medical Radiation Therapist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
251212,Medical Radiation Therapist,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
251212,Medical Radiation Therapist,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
251212,Medical Radiation Therapist,Writing,6,Intermediate,Write a memo to staff outlining new directives
251212,Medical Radiation Therapist,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
251212,Medical Radiation Therapist,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
251212,Medical Radiation Therapist,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
251212,Medical Radiation Therapist,Oral communication,6,Intermediate,Give instructions to a lost driver
251212,Medical Radiation Therapist,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
251212,Medical Radiation Therapist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
251213,Nuclear Medicine Technologist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
251213,Nuclear Medicine Technologist,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
251213,Nuclear Medicine Technologist,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
251213,Nuclear Medicine Technologist,Writing,6,Intermediate,Write a memo to staff outlining new directives
251213,Nuclear Medicine Technologist,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
251213,Nuclear Medicine Technologist,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
251213,Nuclear Medicine Technologist,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
251213,Nuclear Medicine Technologist,Oral communication,6,Intermediate,Give instructions to a lost driver
251213,Nuclear Medicine Technologist,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
251213,Nuclear Medicine Technologist,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
251214,Sonographer,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
251214,Sonographer,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
251214,Sonographer,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
251214,Sonographer,Writing,6,Intermediate,Write a memo to staff outlining new directives
251214,Sonographer,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
251214,Sonographer,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
251214,Sonographer,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
251214,Sonographer,Oral communication,6,Intermediate,Give instructions to a lost driver
251214,Sonographer,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
251214,Sonographer,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
251311,Environmental Health Officer,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
251311,Environmental Health Officer,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
251311,Environmental Health Officer,Teamwork,6,Intermediate,Initiate team problem solving sessions
251311,Environmental Health Officer,Writing,7,Intermediate,Write a detailed literature review
251311,Environmental Health Officer,Reading,6,Intermediate,Read a memo from management describing new personnel policies
251311,Environmental Health Officer,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
251311,Environmental Health Officer,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
251311,Environmental Health Officer,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
251311,Environmental Health Officer,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead
251311,Environmental Health Officer,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
251312,Occupational Health and Safety Adviser,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
251312,Occupational Health and Safety Adviser,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
251312,Occupational Health and Safety Adviser,Teamwork,6,Intermediate,Initiate team problem solving sessions
251312,Occupational Health and Safety Adviser,Writing,7,Intermediate,Write a detailed literature review
251312,Occupational Health and Safety Adviser,Reading,6,Intermediate,Read a memo from management describing new personnel policies
251312,Occupational Health and Safety Adviser,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
251312,Occupational Health and Safety Adviser,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
251312,Occupational Health and Safety Adviser,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
251312,Occupational Health and Safety Adviser,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead
251312,Occupational Health and Safety Adviser,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
251411,Optometrist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
251411,Optometrist,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
251411,Optometrist,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
251411,Optometrist,Writing,6,Intermediate,Write a memo to staff outlining new directives
251411,Optometrist,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
251411,Optometrist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
251411,Optometrist,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
251411,Optometrist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
251411,Optometrist,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
251411,Optometrist,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
251412,Orthoptist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
251412,Orthoptist,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
251412,Orthoptist,Teamwork,9,High,"Collaborate with housing providers, medical professionals and social workers on a crisis management plan for an at-risk young person"
251412,Orthoptist,Writing,7,Intermediate,Write a detailed literature review
251412,Orthoptist,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
251412,Orthoptist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
251412,Orthoptist,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
251412,Orthoptist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
251412,Orthoptist,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
251412,Orthoptist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
251511,Hospital Pharmacist,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
251511,Hospital Pharmacist,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
251511,Hospital Pharmacist,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
251511,Hospital Pharmacist,Writing,7,Intermediate,Write a detailed literature review
251511,Hospital Pharmacist,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
251511,Hospital Pharmacist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
251511,Hospital Pharmacist,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
251511,Hospital Pharmacist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
251511,Hospital Pharmacist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
251511,Hospital Pharmacist,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
251513,Retail Pharmacist,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
251513,Retail Pharmacist,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
251513,Retail Pharmacist,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
251513,Retail Pharmacist,Writing,7,Intermediate,Write a detailed literature review
251513,Retail Pharmacist,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
251513,Retail Pharmacist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
251513,Retail Pharmacist,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
251513,Retail Pharmacist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
251513,Retail Pharmacist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
251513,Retail Pharmacist,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
251911,Health Promotion Officer,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
251911,Health Promotion Officer,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
251911,Health Promotion Officer,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
251911,Health Promotion Officer,Writing,7,Intermediate,Write a detailed literature review
251911,Health Promotion Officer,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
251911,Health Promotion Officer,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
251911,Health Promotion Officer,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
251911,Health Promotion Officer,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
251911,Health Promotion Officer,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead
251911,Health Promotion Officer,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
251912,Orthotist or Prosthetist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
251912,Orthotist or Prosthetist,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
251912,Orthotist or Prosthetist,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
251912,Orthotist or Prosthetist,Writing,7,Intermediate,Write a detailed literature review
251912,Orthotist or Prosthetist,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
251912,Orthotist or Prosthetist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
251912,Orthotist or Prosthetist,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
251912,Orthotist or Prosthetist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
251912,Orthotist or Prosthetist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
251912,Orthotist or Prosthetist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
252211,Acupuncturist,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
252211,Acupuncturist,Digital engagement,3,Basic,Enter information into a database
252211,Acupuncturist,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
252211,Acupuncturist,Writing,6,Intermediate,Write a memo to staff outlining new directives
252211,Acupuncturist,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
252211,Acupuncturist,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
252211,Acupuncturist,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
252211,Acupuncturist,Oral communication,6,Intermediate,Give instructions to a lost driver
252211,Acupuncturist,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
252211,Acupuncturist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
252213,Naturopath,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
252213,Naturopath,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
252213,Naturopath,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
252213,Naturopath,Writing,7,Intermediate,Write a detailed literature review
252213,Naturopath,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
252213,Naturopath,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
252213,Naturopath,Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
252213,Naturopath,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
252213,Naturopath,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
252213,Naturopath,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
252711,Audiologist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
252711,Audiologist,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
252711,Audiologist,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
252711,Audiologist,Writing,7,Intermediate,Write a detailed literature review
252711,Audiologist,Reading,8,High,Read and analyse information comparing the impact of downturns in the global economy on the cost of producing and selling beef
252711,Audiologist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
252711,Audiologist,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
252711,Audiologist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
252711,Audiologist,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
252711,Audiologist,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
252712,Speech Pathologist,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
252712,Speech Pathologist,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
252712,Speech Pathologist,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
252712,Speech Pathologist,Writing,7,Intermediate,Write a detailed literature review
252712,Speech Pathologist,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
252712,Speech Pathologist,Learning,7,Intermediate,Effectively apply change management techniques while managing a diverse team
252712,Speech Pathologist,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
252712,Speech Pathologist,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
252712,Speech Pathologist,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
252712,Speech Pathologist,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
253111,General Practitioner,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
253111,General Practitioner,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
253111,General Practitioner,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
